"product_code","product_class","manufacturer","model_name","product_name","unit","cost_price","reseller_price","list_price","detail_desc","memo","creator","create_date","modify_date","recent_user"
"33B5090F8DC8714B9A262F45E2921EAB","02.해석 제품",Dassault Systemes SolidWorks Corp.,SolidWorks Plastics,Upgrade SOLIDWORKS Plastics Standard to SOLIDWORKS Plastics Premium,"","0.0000","0.0000","0.0000","*SOLIDWORKS Plastics Standard 기능 포함
[Simulation Capabilities]
 - 보압단계(두 번째 단계 사출)
 - 러너 균형 맞춤, 다중 게이트
 - 코인젝션, 다중샷
 - 인서트 오버몰딩
 - 보조가스, 섬유해석
 - 반응 사출 금형(RIM; 열경화성 수지)
 - 복굴절, 밸브 게이트 (순차 사출)
 - 냉각 라인 해석
 - 변형 해석
[Model Geometry]
 - 러너 설계 마법사, 핫 & 콜드 러너
 - 다중 캐비티 금형, 패밀리 금형
 - 냉각 라인, 배플 & 버블러,  형상 적응형 냉각 수로
 - 금형 인서트
[Results]
 - 싱크 마크 프로파일
 - 체적 추축
 - 파트 냉각 시간
 - 냉각 완료시 파트 온도
 - 냉각 완료시 금형 온도
 - 잔류 응력에 의한 변형
 - 자동 보고서 : MS office word, powerpoint, HTML
 - SOLIDWORKS SIMULATION Premium과 결과 호환","",jekim,2015-02-13 00:00:00.000,2015-02-13 00:00:00.000,jekim
"33B69AF2D7E5C44783D1782B007C78A7","04.HW 관련","",Interface,LX mini-GBIC,"","480000.0000","0.0000","2486000.0000","Mini-GBIC, SFP, 1000BaseLX, LC connector, 			10km~20km transmission with SMF and 550m 			transmission with MMF													
","",misjid,2009-05-08 00:00:00.000,2009-05-18 00:00:00.000,misjid
"3431D9B3110BC043B420DD79E3133A51","00.Subscription Service","",SOLIDWORKS Simulation Standard Subscription Servic,SOLIDWORKS Simulation Standard Subscription Servic,"","0.0000","0.0000","1609400.0000"," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",kylee,2015-10-27 00:00:00.000,2021-01-19 00:00:00.000,ksd2046
"350071B60FE76944A87496D5420E6D01","01.SolidWorks 관련",Trace Software International,elecworks core,elecworks core,License,"0.0000","0.0000","14000000.0000"," - 직관적인 전기 배선도 Software
 - 전기, PLC 배선도 자동화
 - 배선도 프로젝트 관리
 - 연관 배선도 양방향 업데이트
 - 전기, PLC 배선도 라이브러리 제공
 - single line 구성, diagram 작성
 - cable 구성 및 간편한 wire 속성확인 및 선택
 - cable 연결정보 확인, 변경정보 자동 Update
 - 구성 부품 BOM확인
","",chuls,2012-01-05 00:00:00.000,2012-01-05 00:00:00.000,chuls
"35506D434A902F4B8565A92AFEE5DBA6","09.제품관리","","",SolidWorks,"","0.0000","0.0000","0.0000","","",admin,2007-08-29 00:00:00.000,2007-09-03 00:00:00.000,jhkim
"3593F00C292C74409F73177B47E4A815","04.HW 관련",(주)로킷,H-700,"3DISON H-700","","0.0000","0.0000","0.0000","","",sjh,2014-12-04 00:00:00.000,2014-12-04 00:00:00.000,sjh
"3725C4DA703D6D41B46DDB14364789E4","13. 3DEXPERIENCE Platform","",WXD,"3D Creator","","0.0000","0.0000","2298000.0000","- 3D Creator
  xDesign
    Web상 3D Modeling Tool
    파라메트릭 모델링 기법","",admin,2020-10-15 00:00:00.000,2022-01-18 00:00:00.000,admin
"3769B0616CED2D4BB04E9897D5D2DCE1","08.기타","",L2 Switch,WS-C2960-48TC-L,"","3430000.0000","0.0000","0.0000","Catalyst 2960 48 10/100 + 2 T/SFP LAN Base Image
무상유지보수1년","",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"378D7CC385D5BC46A68B976C15ACDEC2","08.기타",우진하이텍,UPS 장비,HITECH 1000 30K,"","8970000.0000","0.0000","0.0000","HITECH 1000 UPS
 30KVA 용량 
 입력 전압 : 단상 220V 
 출력 전압 : 단상 220V 
 On-Line Type 
 완전정형파 SINE WAVE 
 냉각 방식 : 강제 풍냉식 
 사용정격 : 100% 연속 사용 
 정류제어방식 : 고속 스위칭 방식 
 인버터 제어방식 : IGBT 고주파(20HZ)순시제어형  PWM 방식 
 ST/SW 절체방식 : 반도체에 의한 무순단 동기절체 방식 
 변압기 절연계급 : H종(복권 변압기) 
 입.출력 주파수 : 60Hz (0.5Hz 오차범위) 
 과전류과부하 보호기능 
 노이즈필터 써지 보호기능 내장 
 RUN TIME : 30분 

 MF 12V 100AH 16CELL(무보수밀폐형축전지) 

 설치 및 시운전(전기공사등 부대공사제외) 
","",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"38F93398BD44704598C2D168EC1005E8","01.SolidWorks 관련","",SOLIDWORKS Professional - 1year,SOLIDWORKS Professional - 1year,"","0.0000","0.0000","5500000.0000","","",kylee,2017-02-23 00:00:00.000,2017-02-23 00:00:00.000,kylee
"3B66D7F737A3B34297B4D877FE4905F9","09.제품관리","","",SolidWorks Premium,"","0.0000","0.0000","0.0000","","",admin,2007-08-29 00:00:00.000,2008-11-03 00:00:00.000,mihwa
"3BB70E6548CA9B45A03DE5680AA85381","11.기타Software",Dasso System,CATIA,CAT(CATIA Team PLM),"","9548000.0000","0.0000","13080000.0000","CATIA 기본사양
- 기본 Surface 기능
- 기본 Solid 기능
- 도면작성 기능
- IGES 모듈 포함
- STEP 모듈 포함","",misjid,2010-01-25 00:00:00.000,2010-01-25 00:00:00.000,misjid
"3CAA48D70994B34DB4A92639E140735A","13. 3DEXPERIENCE Platform","",DRAA,"3DEXPERIENCE DraftSight Offer","","0.0000","0.0000","1770000.0000","- Collaborative Industry Innovator
   3D Markup
   Bookmark Editor
   Chage Action
   Collaborative Lifecycle
   Compare
   3D Space
   Issue 3D Review
   Issue Management
   Product Explorer
   Route Management
  
- Collaborative Business Innovator
   3D Dashboard
   3D Swym
   3D Drive
   3D Play
   3D Search and 6WTags

- Collaborative Designer for DraftSight
   Derived Format Converter
   3DEXPERIENCE Connector for DraftSight 

- 3DEXPERIENCE Draftsight
   도면 작업 및 수정
   DWG 설계 파일 보기, 공유, 마크업
   Revision 관리
   3DEXPERIENCE platform에서 최신 도면 액세스 및 공유
   단편적이고 반복적인 배포 감소","",admin,2020-10-13 00:00:00.000,2022-01-18 00:00:00.000,admin
"3CB2EEF4BDC65940BF3CDB727D2F883A","10.MS계열 제품군","",SOLID CAM (5축),SOLID CAM (5축),"","0.0000","0.0000","0.0000","","",hm.kim,2016-10-21 00:00:00.000,2016-10-21 00:00:00.000,hm.kim
"3DF6B27A224350408037048365351196","01.SolidWorks 관련","",SolidWorks Assembly Modeling 교재(영문),SolidWorks Assembly Modeling 교재(영문),권,"0.0000","0.0000","68000.0000","","",mchjung,2012-10-22 00:00:00.000,2012-10-22 00:00:00.000,mchjung
"3ED434AE1590CD40B0E2A904E359A61D","13. 3DEXPERIENCE Platform","",IFW,Collaborative Business Innovator,"","0.0000","0.0000","615600.0000","- 3D Dashboard
  업무 최적화를 위해 필요한 기능(app) 구성 가능
  실시간으로 다른 팀원들 진행 상황 모니터링
- 3D Swym
  공지사항 포스팅
  작업 지시
  기술 문서 공유 및 관리
- 3D Drive
  안전한 데이터 공유 가능
  링크 통해 외부 인원과 공유
  SOLIDWORKS 데이터를 통합하여 다이렉트로 오픈 가능
- 3D Play
  3D 모델 데이터 뷰어
  CAD 없이 웹 브라우저를 통하여 언제든지 접근 가능
  측정, 주석, 마크업 추가하여 상세한 리뷰 가능
- 3D Search and 6WTags
  데이터 특성에 따라 원하는 데이터를 쉽게 검색
",IFW,admin,2020-10-07 00:00:00.000,2020-10-13 00:00:00.000,admin
"3FECBC57B837FA43A67CF3D4E1B13B37","13. 3DEXPERIENCE Platform","",FMK,Fluid Dynamics Engineer,"","0.0000","0.0000","19200000.0000","- CAD-PLM Embedded CFD
- 내/외부 유동 해석 지원
- CFD 비전문가도 쉽게 활용(Guided User Interface)
- 정상상태 및 비정상 상태 유동
- 복합 열전달
- 벽 주변 층류 및 난류 해석
- 다공성 매체
- VOF를 적용한 자유 수면
- Fan을 이용한 강제 대류 
- Cloud 기반 데이터 운용
- HPC(Cloud computing)
- 10여개의 관련 앱 제공
- Surface triangle mesh, Surface quad mesh, Sweep 3D mehs, Hex-Mesh, Tetra-Mesh
- Local computing (8 core)
- Credit을 통한 Cloud computing 기능(별도 구매)
- 원격 컴퓨터 리소스를 통한 visualization
- 결과 리뷰를 위한 센서
- 등고선, 벡터, Iso surface polt등을 통한 결과 분석
- 해석 결과 그래프로 표시
- Envelop plot
- 결과 데이터 Excel로 내보기
- 요소 선택 기능
- 결과 조합기능
- 안전계수
- 동영상 내보내기
- 경로에 따른 결과 리뷰 및 Cut view
- 보고서 작성
- 결과 Display group 생성 및 관리
- 결과 비교 기능
- 3Dplay등 web 결과 리뷰","",admin,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,admin
"404809C074FFE545AC6038B4F23189B0","08.기타","",Rack,디포그통신랙1000,"","350000.0000","0.0000","0.0000","19"" H 1000","",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"407942F0011CA1418F319BC32E1B39AE","04.HW 관련",HP,"HP 22"" Widescreen LCD Monitor",HP L2245wg 22-inch Widescreen LCD Monitor,"","320000.0000","0.0000","0.0000","","",shpark,2009-11-03 00:00:00.000,2009-11-03 00:00:00.000,shpark
"4328CAE413871E45894E24E5F2009363","00.Subscription Service","","",+++ SS 고객 선택 사항 별첨 +++,"","0.0000","0.0000","0.0000","","",ksehee,2015-02-24 00:00:00.000,2015-02-24 00:00:00.000,ksehee
"435803382178314CBA6FE43CA302A7AB","04.HW 관련",HP,"HP 19"" LCD Monitor","HP L1950 19"" LCD Monitor","","250000.0000","0.0000","0.0000","","",shpark,2009-11-03 00:00:00.000,2009-11-03 00:00:00.000,shpark
"43A1FB9ACE41A44CA98E9D974DFAD47D","05.PDMWorks Enterprise 관련","",SOLIDWORKS PDM Standard Contributor,SOLIDWORKS PDM Standard Contributor,"","0.0000","0.0000","1350000.0000","","",intia,2016-03-25 00:00:00.000,2016-03-25 00:00:00.000,intia
"43E0D56A07FF844ABD288EB1DE2F8B84","10.MS계열 제품군",마이크로소프트웨어,MS Office,Office Home and Business 2013 32-bit/x64 Korean Ko,BOX,"269000.0000","0.0000","0.0000","","",ktkim,2013-10-07 00:00:00.000,2013-10-07 00:00:00.000,ktkim
"4414D4CDAAF31F48BF19DAD560AB6E2B","00.Subscription Service","SolidWorks Co., LTD.",SOLIDWORKS Pre With Simulation Pro Subscription,SOLIDWORKS Premium With Simulation Professional Su,"","0.0000","0.0000","4840000.0000"," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",chuls,2012-11-23 00:00:00.000,2018-11-30 00:00:00.000,intia
"44C2C6BCCE56414E8B373BA6D5583B36","01.SolidWorks 관련",Dasso systems,"","3DVIA Composer V6R2013","","12000000.0000","16500000.0000","21500000.0000"," - 기술 도해
 - 분해도
 - 조립 지침서
 - 제조,공정 지침서
 - 현장 서비스 메뉴얼
 - 현장 서비스 가이드 
 - 제품 및 웹 카달로그
 - 마케팅 자료

 - 교육 1일 포함","",misjid,2010-05-19 00:00:00.000,2013-03-18 00:00:00.000,ksllkd
"45ED53F82F89FC47B67FAEF92C6B9FE8","02.해석 제품",Dassault Systemes SolidWorks Corp.,SolidWorks Simulation Premium: Nonlinear 교재 (영,SolidWorks Simulation Premium: Nonlinear 교재 (영문),"","0.0000","0.0000","50000.0000"," Introduction, Lesson1. Large Displacement Analysis, Lesson2. Incremental Control Techniques, Lesson3. Nonlinear Static Buckling Analysis, Lesson4. Plastic Deformation, Lesson5. Harening Rules, Lesson6. Analysis of Elastomers, Lesson7. Nonlinear Contact Analysis, Lesson8. Metal Forming, Appendix A. True and Engineering Stress and Strain","",shpark,2010-12-09 00:00:00.000,2015-02-05 00:00:00.000,admin
"4608D992165B914D9206D639FE72C0AB","09.제품관리","",Flow Simulation,SOLIDWORKS Flow Simulation 2016 Standalone,"","0.0000","0.0000","0.0000","","",ksllkd,2015-10-13 00:00:00.000,2016-04-27 00:00:00.000,ksllkd
"47C045A347C2F54B8E17735282BE0920","01.SolidWorks 관련","",SOLIDWORKS Standard Term License,SOLIDWORKS Standard Term License-1 year,"","0.0000","0.0000","0.0000","","",ksllkd,2018-07-13 00:00:00.000,2024-02-06 00:00:00.000,kimhj
"4A45A9F10BA4B64AA4891BA75D3320AF","04.HW 관련",HP,HP 8600,HP xw8600,set,"4909000.0000","5500000.0000","18877000.0000","RV726AV HPxw8600 Workstation
GL535AV HPxw8600 800W 80 Efficient Chassis(필수)
GR532AV#AB1 Microsoft Vista 32B Downrade to XP32B OS
GW521AV Intel Xeon 5450 3.00 12M/1333 QC 1st CPU
GL537AV#AB1 HP xw8600 Localization Kit
Gl657AV NVIDIA Quadro FX4600 768MB PCle Graphics
GL641AV HP 4GB(2*2GB) DDR2-667 ECC FBD RAM
GL614AV HP 146GB SAS 3Gb/s 15K HDD 1st
GL653AV HP 16X DVD -RW SuperMulti SATA 1st Drive
GL648AV Floppy Dick Drive
GL676AV HP USB Optical Scroll Mouse
GL689AV#AB1 HP USB Standard Keyboard","",misjid,2008-03-24 00:00:00.000,2008-03-24 00:00:00.000,misjid
"4A6BEB330108D64899FE288E334E7208","08.기타","",ND-300S,CD영상등록기(ND-300S),"","0.0000","0.0000","0.0000","","",wsshin,2017-11-27 00:00:00.000,2017-11-27 00:00:00.000,wsshin
"4AE2C6F8021906488413221722113A3A","04.HW 관련","",UTM,Juniper FireWall SSG-550M-SH,"","15000000.0000","0.0000","20000000.0000","SSG 550M System, 1GB DRAM,(4Port 10/100M)","",misjid,2009-05-08 00:00:00.000,2009-05-18 00:00:00.000,misjid
"4B96240224E2A34DAA55A97608C4AF0E","12.전략제품(보안)",IZEX,NETHELPER_SEPACK,NETHELPER 보안관리 PACK,"","45000.0000","0.0000","80000.0000","보안관리 (매체보안, 시스템보안, 네트워크보안, 문서보안 )
패치관리 (Windows패치,Office패치)
프린트관리 (토너절약, 워터마크)
장애관리 (원격관리, 장애관리)
설치유도관리 (AIMS)
IP관리, Agent관리, 환경관","",admin,2014-02-05 00:00:00.000,2014-03-11 00:00:00.000,ktkim
"4BA4402ED86CB34DBE332F22EAEA645E","08.기타",CISCO,L3 Switch,CON-SNT-3560GTS,"","172000.0000","0.0000","0.0000",무상유지보수1년,"",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"4C5F33BA971AD44F83E8E78E71275F7C","07.SolidWorks 교육관련",노드데이타,SOLIDWORKS Electrical Consulting,SOLIDWORKS Electrical Consulting,"","0.0000","0.0000","0.0000","","",kwlee,2014-07-10 00:00:00.000,2014-07-10 00:00:00.000,kwlee
"4C65FD4B8ED82F4CB6499BA183D543A2","08.기타",Camnetic,"",GearTeq,"","0.0000","0.0000","0.0000","","",ckjung,2017-11-10 00:00:00.000,2017-11-10 00:00:00.000,ckjung
"4CB372DE00703949A085BB9368F8D318","10.MS계열 제품군",MicroSoft,Office,Office Standard Single OLV,"","691200.0000","0.0000","769500.0000","3년간 납부
3년 완납후 MA 비용 : 119,300원/년간","",misjid,2009-07-06 00:00:00.000,2009-07-06 00:00:00.000,misjid
"4D28CF8B1501654D9F9F6C5A246740B2","09.제품관리","","",SolidWorks Flow Simulation,"","0.0000","0.0000","0.0000","","",admin,2007-08-29 00:00:00.000,2008-11-03 00:00:00.000,mihwa
"4E07E3FF61EA404B90A1EE270B5CE579","05.PDMWorks Enterprise 관련","",Exalead - One Part,Exalead - One Part,"","0.0000","0.0000","0.0000","","",intia,2018-10-31 00:00:00.000,2018-10-31 00:00:00.000,intia
"4E3DEA7B2A54724CAF24FB8409FC7A3E","","","",GRADIUS DLP SERVER- GM300(200user),"","0.0000","0.0000","11688300.0000","- CPU : Intel Q/C CPU * 1EA
- Memory : 16GB 메모리
- HDD : 6TB
- Controller : 내장형 RAID 컨트롤러
- ODD : DVD ROM, SATA, 내장
- 전원이중화
- OS : Microsoft® Windows Server® 2008 R2 for Embedded Systems Essentials Standard (1-4 CPU)
- DBMS : Microsoft® SQL Server® 2008 R2 for Embedded Systems Standard (1 CPU)","",sjh,2014-12-26 00:00:00.000,2014-12-26 00:00:00.000,sjh
"4FEC1FD5EF3C8241ACC2BCB31619B1AC","00.Subscription Service","","",SOLIDWORKS Upgrade Media Kit,"","0.0000","0.0000","30000.0000", - 서비스팩 설치 DVD,"",admin,2015-01-28 00:00:00.000,2015-01-28 00:00:00.000,admin
"512D176B2DD12E4F9B072E0DCC73E613","02.해석 제품",Dassault Systemes SolidWorks Corp.,SolidWorks Plastics,Upgrade SOLIDWORKS Plastics Professional to SOLIDWORKS Plastics Premium,"","0.0000","0.0000","0.0000","*SOLIDWORKS Plastics Professional 기능 포함
[Simulation Capabilities]
 - 냉각 라인 해석
 - 형상 적응형 냉각 해석
 - 변형 해석
[Model Geometry]
 - 냉각 라인
 - 배플 & 버블러
 - 형상 적응형 냉각 수로
 - 금형 인서트
[Results]
 - 파트 냉각 시간
 - 냉각 완료시 파트 온도
 - 냉각 완료시 금형 온도
 - 잔류 응력에 의한 변형
 - SOLIDWORKS Simulation Premium과 결과 호환","",jekim,2015-02-13 00:00:00.000,2015-02-13 00:00:00.000,jekim
"51B20167B4CA88439B76D82FD529B170","01.SolidWorks 관련",Trace Software International,SOLIDWORKS Electrical Schematic,SOLIDWORKS Electrical Schematic,License,"0.0000","0.0000","13056000.0000","- SOLIDWORKS Electrical 2D 
 - 직관적인 전기 배선도 Software
 - 전기, PLC 배선도 자동화
 - 배선도 프로젝트 관리
 - 연관 배선도 양방향 업데이트
 - 전기, PLC 배선도 라이브러리 제공
 - single line 구성, diagram 작성
 - cable 구성 및 간편한 wire 속성확인 및 선택
 - cable 연결정보 확인, 변경정보 자동 Update
 - 구성 부품 BOM확인
 - 교육 1일 포함
 - 라이브러리 구축 시 DATA Sheet 필요(고객이 제공 해 주어야 함) : 50개의 부품 무상 구축","",jmlee,2012-12-28 00:00:00.000,2016-09-21 00:00:00.000,kylee
"51C6D8DC5FD4AA4294873A37E4C694FF","04.HW 관련",WD,WD RED 1TB HDD,WD RED 1TB HDD,"","0.0000","90000.0000","100000.0000",WD 3.5 inch SATAIII 5400RPM 64M NAS HDD,"",sjh,2014-07-29 00:00:00.000,2014-07-29 00:00:00.000,sjh
"524D277E8DA74145B4FFD4C3A26EB45E","13. 3DEXPERIENCE Platform","",PAU,"3D Product Architect","","0.0000","0.0000","1770000.0000","- 3D Annoation Insight
   3D Tolerancing & Annotation에서 생성된 주석에 쉽게 액세스
   주석과 지오메트리 사이의 교차 강조 표시
- Product Structure Editor
   Top-Down 설계 방법론 구현
   상세 기구 설계 전 제품 구조 구성
   기존 부품 검색을 통한 데이터 재활용
   Web상에서 신규 어셈블리/파트/도면 생성
- 3D Compose
   모델 구조 탐색
   교차 강조 표시를 통하여 선택한 객체 시각화","",admin,2020-10-15 00:00:00.000,2022-01-18 00:00:00.000,admin
"52758061CCBACE4A996F9E5E3682007D","12.전략제품(보안)",이스트소프트,시큐어디스크,[시큐어디스크] 기업용 솔루션(400 User license),"","0.0000","0.0000","114000000.0000","","",sjh,2014-08-12 00:00:00.000,2014-08-12 00:00:00.000,sjh
"52BC4C04EB3D274AB500FC990D3A50B2","04.HW 관련",HP,WorkStation,HP WorkStation Z800,"","7190000.0000","0.0000","30259000.0000","HP Z800 Workstation			
HP Air Cooling Solution			
HP Z800 850W 85% Efficient Chassis			
Microsoft Vista64B Downgrade to XP64B OS			
HP 1x Standard Heatsink Thermal Kit			
Intel Xeon X5550 2.66 8MB/1333 QC CPU-1			
HP Z800 Localization Kit			
NVIDIA Quadro FX4800 1.5GB PCIe Graphics			
HP 8GB (4x2GB) DDR3-1333 ECC 1-CPU RAM			
HP 146GB SAS 15K 1st HDD			
HP 300GB SAS 15K 2nd HDD			
HP 16X DVD -RW SuperMulti SATA 1st Drive			
HP 1.44MB Floppy Disk Drive			
HP USB Optical Scroll Mouse			
HP USB Standard Keyboard			
HP L1950 19"" LCD Monitor			
HP L2245wg 22-inch Widescreen LCD Monitor			
","",misjid,2009-07-15 00:00:00.000,2009-12-14 00:00:00.000,misjid
"530943178F9D884EB81D2F7CFE99A7F4","00.Subscription Service",SOLIDWORKS Professional Subscription Service 3년,"",SOLIDWORKS Professional Subscription Service 3년,"","0.0000","0.0000","7200000.0000","","",kylee,2017-10-11 00:00:00.000,2017-10-11 00:00:00.000,kylee
"54047DF32E0A914CA8AB20485B0A5275","08.기타","",L2 Switch,CON-SNT-C29604TC,"","157000.0000","0.0000","0.0000",무상유지보수1년,"",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"54346B3A125C1547B47F87A8F18783C4","13. 3DEXPERIENCE Platform","",XEN,Product Release Engineer,"","0.0000","0.0000","1098000.0000","- Engineering Release
   제품의 명확한 정의를 위한 EBOM 편집 및 구성
   신규 부품 추가, 수량 편집 등 엔지니어링 제품 관리
   회사 표준에 따라 엔지니어링 아이템에 대한 부품 번호 지정
   회사 표준 프로세스에 따른 변경 관리
   변경 프로세스와 3D 데이터 간 Link
   승인권자, 승인날짜, 변경 내용 확인
   데이터 Maturity 관리
   Data 소유권 할당
   3D Play를 통하여 선택 부품 Cross-Highlight
   6W Tag를 통한 데이터 검색","",admin,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,admin
"54F64E5C883DA84E898A0EB8C75856B6","08.기타",이하여백,이하여백,------   이   하   여   백   ------,"","0.0000","0.0000","0.0000","","",shpark,2009-11-03 00:00:00.000,2012-02-20 00:00:00.000,shpark
"55709DA029E23949B83C0064C61055D9","04.HW 관련",Synology,Diskstation DS 412 Plus,Synology Diskstation DS 412 Plus,"","850000.0000","850000.0000","1000000.0000","","",sjh,2014-07-29 00:00:00.000,2014-07-29 00:00:00.000,sjh
"55897F195773A84BA7C939744003702B","09.제품관리","","",SOLIDWORKS Office,"","0.0000","0.0000","0.0000","","",admin,2007-08-29 00:00:00.000,2016-07-06 00:00:00.000,ckjung
"55C91425C7685B4F88B765447FCCB38D","04.HW 관련",HP,ML350(타워형서버),ML350G10,"","13652000.0000","0.0000","0.0000","* ML350G10 G-6134 3.2GHz 1P 8Core*1. 
  32GB. M.2 SSD 480GB*2. SAS 4TB 7.2K*5. 
  4P 1G Onboard. DVDRW(외장). 전원이중화. 
  3Y FC. WIN OS포함
  Microsoft Windows Server 2019 5 Devices CAL","",kimhj,2019-07-05 00:00:00.000,2019-07-05 00:00:00.000,kimhj
"57763B9E9BA1BA47ADA2F4265C297012","12.전략제품(보안)",ESTSoft,SecureDISK,SecureDISK CAD,user,"0.0000","0.0000","0.0000","보안대상
내부 업무 자료
- MS-Office, HWP, PDF, 등 업무 문서
기업 내 지적 자산
- 도면, 3D모델링 데이터, 디자인 콘텐츠 등
- AutoCAD, 포토샵 등 그래픽 (EPS, AI) 결과물

주요기능
자료유출 원천차단
- 개인PC 저장매체로 저장을 강제 차단
- 온라인 자료 첨부 차단
- 화면캡쳐, 문서 출력, 복사&붙이기 차단
문서중앙화
 모든 내부 문서를 중앙 파일서버로 통합 저장
 자료유실 차단 및 업무 연속성 보장
 원활한 지식 공유 및 협업 환경 제공
사용 친화성
- 친숙한 윈도우탐색기 인터페이스 환경
- 편리하고 효율적인 반출 프로세스 제공
"," 
 - 데몬		
    - 인증 및 운영용 데몬		
    - 파일 서버 제어용 데몬		
  - 문서		
    - Database Layout		
    - 관리자용 매뉴얼		
    - 설치 및 Setting",ktkim,2013-11-25 00:00:00.000,2014-07-16 00:00:00.000,ktkim
"586EC55506A9334BB84B83FB66BF3A2F","","","",- GRADIUS Manager S/W,"","0.0000","0.0000","15000000.0000","","",sjh,2014-12-26 00:00:00.000,2014-12-26 00:00:00.000,sjh
"5A3317A14C598545AD23F24D57F076D1","01.SolidWorks 관련","","",SOLIDWORKS Standard withCloud Services,"","0.0000","0.0000","0.0000","","",wjsdydtnr5,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,wjsdydtnr5
"5AA0E48E0FCF60468D234A7580B74F0F","02.해석 제품","SolidWorks Co., LTD.",SOLIDWORKS Sustainability,SOLIDWORKS Sustainability,"","0.0000","0.0000","4950000.0000","환경 영향 대시보드와 주요 지표
PE International의 GaBi LCA 환경 데이터베이스
SolidWorks 인터페이스와 완벽하게 통합
파트의 환경 영향 예상
유사 재질 찾기 선택 도구
사용자 정의 가능 보고서
설계 결정을 비교하기 위한 기준선 설정
기준선 비교 보고서
새로운 재료 및 프로세스를 위한 GaBi 데이터베이스 업데이트
새로운 재료 및 프로세스 요청
제조 프로세스 입력 보기
운송 모드 및 거리 입력 보기
재활용 함유율 보기
수명 종료 입력 보기
재료 및 프로세스 요청에 대해 우선 순위 지원
제조 프로세스 입력 수정 가능
운송 모드 및 거리 입력 수정 가능
재활용 함유율 수정 가능
수명 종료 입력 수정 가능
제품 수명 설명
시간 기준 환경 평가 수행
어셈블리의 환경 영향 예상
SolidWorks 설정 지원
""사용 단계"" 에너지 입력
가장 영향이 큰 부품을 BOM에 포함한 보고서
어셈블리 시각화 지원
원재료 재무 영향 비교","",kwlee,2014-07-10 00:00:00.000,2015-02-05 00:00:00.000,admin
"5B99A65D75AD1941A0A1D30A057A6258","13. 3DEXPERIENCE Platform","",WKLX,Learning Experiences for 3DEXPERIENCE WORKS,"","0.0000","0.0000","213600.0000","- 3DEXPERIENCE EDU Space 
  - 온라인 교육 Tutorial","",ksehee,2022-01-18 00:00:00.000,2022-01-18 00:00:00.000,ksehee
"5BA17FCDCFFDD5428E4ADF5F460A947D","13. 3DEXPERIENCE Platform","",SW3,"3DEXPERIENCE SOLIDWORKS Premium Package","","0.0000","0.0000","8280000.0000","- SOLIDWORKS Connected
    Proffesional기능 + 추가 기능
    곡면 전개
    배관 및 배선 (Routing)

- 3D Creator
  xDesign
    Web상 3D Modeling Tool
    파라메트릭 모델링 기법

- 3D Sculptor
   xShape
    서브디비전 모델링 기법
    복잡한 곡면 설계 가능
    산업 디자인용 색상표 이용하여 다양한 색상 정의

- Linear Static Analysis
- Time Based Motion Simulation
- Part, Assembly 시뮬레이션
- 분산 및 집중 질량
- Solid, Shell, Beam 및 Truss Mesh
- 합력 및 부품 변위 플롯
- Von-Mises 응력, 주응력, 부품 응력 플롯
- 주요 변형, 부품 변형, 변형 에너지 밀도 플롯
- 다축 응력 하중 기반 볼트 및 핀 하중 계산
- 모션해석결과 산출","",ksehee,2022-01-18 00:00:00.000,2022-01-18 00:00:00.000,ksehee
